airport,airport_full_name,total_flights,delayed_flights,cancelled_flights,total_delay_min,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,delay_rate,cancellation_rate,avg_delay_severity,carrier_share,weather_share,nas_share,late_aircraft_share,cluster
DDC,"Dodge City, KS: Dodge City Regional",3628.0,541.0,101.0,47890.0,24044.0,4161.0,4016.0,0.0,15669.0,0.14911797133406834,0.027839029768467475,88.52125693160814,0.5020672374190854,0.08688661515974107,0.08385884318229275,0.32718730423888076,0
DEC,"Decatur, IL: Decatur Airport",4542.0,763.0,138.0,69611.0,43120.0,4373.0,5141.0,0.0,16977.0,0.16798767062967856,0.03038309114927345,91.23328964613368,0.6194423295168867,0.06282053123787908,0.07385327031647297,0.24388386892876127,0
DEN,"Denver, CO: Denver International",1682968.0,319037.0,36755.0,22510048.0,7976476.0,1293277.0,5360852.0,25330.0,7854014.0,0.18956807259555739,0.021839393262379322,70.55623015512307,0.35435335726438116,0.057453573084505875,0.2381547821365566,0.3489130073106785,1
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1705415.0,347357.0,48896.0,29936901.0,10200250.0,2526919.0,5104038.0,49731.0,12055963.0,0.20367886995247492,0.028671027286613523,86.18482137973324,0.34072498018415465,0.08440816903526521,0.17049319834407708,0.4027124584471853,1
DHN,"Dothan, AL: Dothan Regional",5412.0,767.0,60.0,57078.0,26421.0,11080.0,6217.0,66.0,13294.0,0.1417220990391722,0.011086474501108648,74.41720990873533,0.46289288342268475,0.1941203265706577,0.10892112547741686,0.23290935211465014,0
DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",3631.0,773.0,153.0,83561.0,30546.0,13841.0,11194.0,18.0,27962.0,0.2128890112916552,0.042137152299641975,108.09961190168175,0.36555330836155625,0.16563947295987363,0.13396201577290842,0.33462979140986826,0
DLG,"Dillingham, AK: Dillingham Airport",2524.0,384.0,131.0,19383.0,5637.0,3826.0,3197.0,44.0,6679.0,0.15213946117274169,0.051901743264659274,50.4765625,0.2908218542021359,0.1973894649950988,0.16493834803693957,0.3445803023267812,1
DLH,"Duluth, MN: Duluth International",13596.0,2238.0,316.0,169342.0,83723.0,29338.0,18530.0,0.0,37751.0,0.1646072374227714,0.023242130038246545,75.66666666666667,0.4944018613220583,0.1732470385373977,0.10942353344120183,0.22292756669934216,0
DRO,"Durango, CO: Durango La Plata County",23152.0,4172.0,479.0,290368.0,136692.0,25455.0,25165.0,244.0,102812.0,0.18020041465100206,0.020689357290946786,69.59923298178332,0.47075435309675995,0.08766461869076482,0.08666588604804937,0.35407482918227906,1
DRT,"Del Rio, TX: Del Rio International",1978.0,220.0,56.0,15908.0,8622.0,1338.0,1192.0,0.0,4756.0,0.11122345803842265,0.028311425682507583,72.30909090909091,0.5419914508423435,0.08410862459140055,0.07493085240130752,0.29896907216494845,0
DSM,"Des Moines, IA: Des Moines International",91658.0,18163.0,2091.0,1233681.0,430388.0,95207.0,171333.0,708.0,536045.0,0.19816055336140873,0.0228130659626001,67.92275505147828,0.3488649010562698,0.07717311039077362,0.13887949964374907,0.43450859663073355,1
DTW,"Detroit, MI: Detroit Metro Wayne County",771676.0,117535.0,12787.0,9295940.0,4379543.0,835111.0,1218047.0,18903.0,2844336.0,0.1523113327355004,0.016570425930053544,79.0908240098694,0.4711242757590948,0.08983610049118217,0.13102999804215604,0.3059761573332014,1
DVL,"Devils Lake, ND: Devils Lake Regional",3922.0,487.0,178.0,53122.0,21296.0,10480.0,1529.0,38.0,19779.0,0.12417134115247323,0.04538500764915859,109.08008213552361,0.4008885207635255,0.19728172885057038,0.028782801852339897,0.3723316140205565,0
EAR,"Kearney, NE: Kearney Regional",2987.0,490.0,77.0,37221.0,21722.0,4144.0,2400.0,0.0,8955.0,0.16404419149648478,0.025778372949447605,75.96122448979592,0.5835952822331479,0.11133499905967062,0.06447972918513742,0.240589989522044,0
EAT,"Wenatchee, WA: Pangborn Memorial",4036.0,460.0,107.0,19625.0,7543.0,1307.0,2278.0,0.0,8497.0,0.11397423191278494,0.02651139742319128,42.66304347826087,0.3843566878980892,0.06659872611464968,0.1160764331210191,0.432968152866242,1
EAU,"Eau Claire, WI: Chippewa Valley Regional",2576.0,457.0,85.0,43395.0,25186.0,3950.0,3784.0,0.0,10475.0,0.17740683229813664,0.03299689440993789,94.9562363238512,0.5803894457886853,0.09102431155663095,0.08719898605830165,0.24138725659638208,0
ECP,"Panama City, FL: Northwest Florida Beaches International",51860.0,10085.0,899.0,620056.0,218167.0,45473.0,100168.0,886.0,255362.0,0.19446586964905516,0.017335133050520632,61.482994546355975,0.35185047802134,0.07333692440682776,0.16154669900783156,0.4118369953681603,1
EGE,"Eagle, CO: Eagle County Regional",18637.0,4032.0,533.0,313595.0,121373.0,26844.0,64287.0,140.0,100951.0,0.21634383216182862,0.028599023447979825,77.7765376984127,0.38703742087724613,0.08560085460546246,0.2050000797206588,0.32191520910728805,1
EKO,"Elko, NV: Elko Regional",2831.0,209.0,31.0,24417.0,14490.0,9701.0,226.0,0.0,0.0,0.0738255033557047,0.01095019427764041,116.82775119617224,0.5934389974198304,0.39730515624360074,0.009255846336568785,0.0,0
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",6597.0,1052.0,142.0,85520.0,57109.0,15177.0,7974.0,146.0,5114.0,0.1594664241321813,0.021524935576777322,81.29277566539923,0.6677853133769879,0.17746725912067352,0.09324134705332086,0.059798877455565946,0
ELP,"El Paso, TX: El Paso International",102504.0,21558.0,1945.0,1355727.0,514135.0,54889.0,122408.0,1780.0,662515.0,0.2103137438538984,0.01897486927339421,62.887419983300866,0.37923195451591657,0.040486764665747604,0.09028956419692165,0.48867876792304055,1
ERI,"Erie, PA: Erie International/Tom Ridge Field",7500.0,1132.0,159.0,78763.0,23710.0,10656.0,10829.0,23.0,33545.0,0.15093333333333334,0.0212,69.5786219081272,0.3010296712923581,0.13529195180478143,0.13748841461092137,0.4258979470055737,1
ESC,"Escanaba, MI: Delta County",3962.0,540.0,80.0,53879.0,39479.0,12577.0,1563.0,15.0,245.0,0.13629480060575466,0.020191822311963654,99.77592592592593,0.7327344605504927,0.23343046455947586,0.029009447094415265,0.004547226192022866,0
EUG,"Eugene, OR: Mahlon Sweet Field",50922.0,8436.0,801.0,503605.0,201231.0,42722.0,54869.0,668.0,204115.0,0.16566513491221868,0.015729939908094733,59.697131341868186,0.39958102083974545,0.08483235869381757,0.1089524528152024,0.4053077312576325,1
EVV,"Evansville, IN: Evansville Regional",20849.0,3066.0,469.0,220460.0,75853.0,29771.0,30261.0,1280.0,83295.0,0.14705741282555518,0.02249508369705981,71.9047619047619,0.344066950920802,0.13504037013517192,0.13726299555474916,0.3778236414769119,1
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",9765.0,1412.0,212.0,97457.0,22340.0,12992.0,10675.0,393.0,51057.0,0.14459805427547362,0.021710189452124936,69.02053824362606,0.2292293011276768,0.1333100752126579,0.1095354874457453,0.5238925885262218,1
EWR,"Newark, NJ: Newark Liberty International",754431.0,166723.0,27930.0,13224067.0,3207596.0,671806.0,5386936.0,13667.0,3944062.0,0.22099171428533557,0.037021278287875235,79.31759265368305,0.24255745225731237,0.05080176922878567,0.40735849266341434,0.29824879138921484,1
EYW,"Key West, FL: Key West International",46872.0,8828.0,1142.0,571732.0,177055.0,54902.0,183082.0,103.0,156590.0,0.1883427206007851,0.024364225977129204,64.76347983688265,0.30968180895944253,0.09602750939251258,0.3202234613420274,0.273887065967971,1
FAI,"Fairbanks, AK: Fairbanks International",28133.0,5173.0,418.0,245577.0,103935.0,9651.0,49583.0,422.0,81986.0,0.18387658621547648,0.014857995947819287,47.47283974482892,0.4232277452693045,0.03929928291330214,0.20190408710913482,0.33385048274064755,1
FAR,"Fargo, ND: Hector International",39132.0,7217.0,952.0,516380.0,226697.0,76638.0,60869.0,507.0,151669.0,0.18442706736174996,0.024327915772258,71.55050575031176,0.43901196793059377,0.148413958712576,0.11787637011503156,0.2937158681591076,1
FAT,"Fresno, CA: Fresno Yosemite International",67512.0,12467.0,886.0,782891.0,332925.0,49998.0,79494.0,1191.0,319283.0,0.18466346723545443,0.01312359284275388,62.79706424961899,0.425250769264176,0.06386329642312914,0.10153903927877572,0.4078256104617373,1
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",18774.0,2671.0,347.0,187192.0,62897.0,24615.0,20575.0,376.0,78729.0,0.1422712261638436,0.01848300841589432,70.08311493822538,0.3360026069490149,0.13149600410273943,0.1099138852087696,0.4205788708919185,1
FCA,"Kalispell, MT: Glacier Park International",29688.0,4802.0,319.0,282171.0,126581.0,38832.0,34871.0,279.0,81608.0,0.16174885475613043,0.010745082188089464,58.761141191170346,0.44859677287885713,0.13761867803565922,0.12358109089878123,0.28921469605310257,1
FLG,"Flagstaff, AZ: Flagstaff Pulliam",12118.0,1945.0,317.0,170266.0,75084.0,19413.0,8228.0,70.0,67471.0,0.160505033833966,0.02615943224954613,87.54035989717224,0.44098058332256584,0.11401571658463816,0.04832438654810708,0.39626819212291353,0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",505521.0,114830.0,12134.0,7994626.0,2639888.0,283742.0,2129260.0,30456.0,2911280.0,0.22715178993553187,0.024002959323153737,69.62140555603936,0.33020781710113767,0.03549159147657439,0.26633641148441467,0.36415462086656714,1
FLO,"Florence, SC: Florence Regional",4707.0,541.0,91.0,40468.0,9549.0,4819.0,3116.0,82.0,22902.0,0.11493520288931379,0.019332908434246867,74.80221811460258,0.23596421864188988,0.11908174359988138,0.07699911040822378,0.5659286349708411,1
FMN,"Farmington, NM: Four Corners Regional",238.0,50.0,0.0,5319.0,2020.0,201.0,951.0,0.0,2147.0,0.21008403361344538,0.0,106.38,0.37977063357774016,0.03778905809362662,0.1787930062041737,0.4036473021244595,1
FNT,"Flint, MI: Bishop International",19508.0,4598.0,430.0,331360.0,102055.0,35102.0,51565.0,311.0,142327.0,0.23569817510764815,0.0220422390814025,72.06611570247934,0.3079882906808305,0.10593312409464027,0.15561624818928055,0.4295237807822308,1
FOD,"Fort Dodge, IA: Fort Dodge Regional",2924.0,513.0,100.0,45329.0,26060.0,1958.0,2890.0,10.0,14411.0,0.17544459644322846,0.03419972640218878,88.36062378167641,0.5749078956076684,0.043195305433607625,0.06375609433254649,0.3179200953032275,0
FSD,"Sioux Falls, SD: Joe Foss Field",46911.0,9242.0,1139.0,664915.0,277696.0,74830.0,85482.0,693.0,226214.0,0.1970113619406962,0.024280019611604954,71.94492534083531,0.41764135265409863,0.11254070069106578,0.12856079348488153,0.34021491468834364,1
FSM,"Fort Smith, AR: Fort Smith Regional",7477.0,1088.0,286.0,73358.0,25777.0,13866.0,7217.0,15.0,26483.0,0.14551290624582053,0.03825063528153003,67.42463235294117,0.3513863518634641,0.18901823931950162,0.09838054472586494,0.3610103874151422,1
FWA,"Fort Wayne, IN: Fort Wayne International",38008.0,7487.0,702.0,557642.0,251522.0,76541.0,71170.0,798.0,157611.0,0.1969848452957272,0.018469795832456323,74.4813677040203,0.4510456529457968,0.13725831268089564,0.12762668522098408,0.2826383235122175,1
GCC,"Gillette, WY: Gillette Campbell County",1752.0,244.0,58.0,21167.0,13752.0,1502.0,1971.0,0.0,3942.0,0.13926940639269406,0.033105022831050226,86.75,0.6496905560542353,0.07095951244862285,0.0931166438323806,0.1862332876647612,0
GCC,"Gillette, WY: Northeast Wyoming Regional",2310.0,377.0,39.0,30126.0,11013.0,5092.0,4590.0,28.0,9403.0,0.1632034632034632,0.016883116883116882,79.90981432360742,0.3655646285600478,0.16902343490672508,0.15236008763194583,0.31212241917280753,1
GCK,"Garden City, KS: Garden City Regional",4285.0,696.0,116.0,49083.0,17009.0,8812.0,6340.0,0.0,16922.0,0.16242707117852975,0.02707117852975496,70.52155172413794,0.34653546034268484,0.17953262840494671,0.12916895870260578,0.34476295254976264,1
GEG,"Spokane, WA: Spokane International",120117.0,20483.0,1554.0,1114795.0,483138.0,82686.0,125585.0,2472.0,420914.0,0.17052540439737923,0.012937386048602612,54.42537714202021,0.4333873043922874,0.07417148444332815,0.11265299898187559,0.37757076413152196,1
GFK,"Grand Forks, ND: Grand Forks International",7874.0,1110.0,201.0,92381.0,54487.0,21457.0,9112.0,24.0,7301.0,0.14097028194056388,0.025527051054102107,83.22612612612613,0.5898074279343155,0.2322663751204252,0.09863500070360788,0.0790314025611327,0
GGG,"Longview, TX: East Texas Regional",4565.0,675.0,152.0,48278.0,18647.0,10451.0,6048.0,0.0,13132.0,0.14786418400876233,0.03329682365826944,71.52296296296296,0.386242180703426,0.21647541323169975,0.12527445213140562,0.27200795393346866,0
GJT,"Grand Junction, CO: Grand Junction Regional",25245.0,4166.0,483.0,284781.0,124046.0,29789.0,33626.0,211.0,97109.0,0.16502277678748267,0.01913250148544266,68.35837734037446,0.4355838345957069,0.10460318630807533,0.11807669753248988,0.34099536134784275,1
GNV,"Gainesville, FL: Gainesville Regional",22904.0,3353.0,451.0,207235.0,72713.0,20398.0,35392.0,258.0,78474.0,0.14639364303178484,0.0196908836884387,61.805845511482254,0.3508721982290636,0.09842931937172775,0.1707819625063334,0.3786715564455811,1
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",24150.0,3791.0,588.0,260779.0,93907.0,33197.0,41817.0,439.0,91419.0,0.15697722567287783,0.02434782608695652,68.78897388551833,0.36010184869180417,0.127299360761411,0.16035416962255397,0.35056120316436523,1
GRB,"Green Bay, WI: Green Bay Austin Straubel International",30411.0,5445.0,605.0,397880.0,179021.0,45298.0,48889.0,138.0,124534.0,0.1790470553418171,0.0198941172602019,73.07254361799816,0.4499371669850206,0.11384839650145773,0.12287373077309742,0.312993867497738,1
GRI,"Grand Island, NE: Central Nebraska Regional",5609.0,911.0,148.0,62998.0,30373.0,11810.0,7187.0,84.0,13544.0,0.16241754323408808,0.026386165091816724,69.15257958287596,0.48212641671164164,0.18746626877043715,0.1140829867614845,0.21499095209371727,0
GRK,"Killeen, TX: Robert Gray AAF",12822.0,2233.0,481.0,145216.0,53063.0,20889.0,17593.0,242.0,53429.0,0.1741537981594135,0.03751364841678365,65.03179579041648,0.36540739312472453,0.14384778536800352,0.12115056192155134,0.3679277765535478,1
GRR,"Grand Rapids, MI: Gerald R. Ford International",107578.0,22036.0,2665.0,1512156.0,572986.0,119836.0,201005.0,2370.0,615959.0,0.20483742029039395,0.024772723047463235,68.62207297150118,0.378919899798698,0.07924843733053998,0.13292610021717335,0.40733826404154067,1
GSO,"Greensboro/High Point, NC: Piedmont Triad International",75056.0,13128.0,2012.0,886163.0,279862.0,66771.0,144588.0,1246.0,393696.0,0.17490940098060115,0.026806651033894693,67.50175198049969,0.31581323074874484,0.07534844041107562,0.1631618562273532,0.4442704107483612,1
GSP,"Greer, SC: Greenville-Spartanburg International",89092.0,16731.0,2061.0,1123228.0,397953.0,78678.0,167851.0,1718.0,477028.0,0.1877946392493153,0.023133390203385264,67.1345406730022,0.3542940524986913,0.07004633075386298,0.1494362676144113,0.4246938288575427,1
GST,"Gustavus, AK: Gustavus Airport",532.0,53.0,20.0,2704.0,1024.0,111.0,584.0,0.0,985.0,0.09962406015037593,0.03759398496240601,51.0188679245283,0.378698224852071,0.04105029585798817,0.21597633136094674,0.36427514792899407,1
GTF,"Great Falls, MT: Great Falls International",15759.0,2015.0,180.0,129974.0,67616.0,19121.0,10332.0,124.0,32781.0,0.1278634431118726,0.011422044545973729,64.50322580645161,0.5202271223475464,0.14711403819225383,0.07949282164125132,0.25221198085771,0
GTR,"Columbus, MS: Golden Triangle Regional",5439.0,633.0,54.0,43258.0,19574.0,5408.0,4518.0,0.0,13758.0,0.11638168781025923,0.009928295642581356,68.33807266982622,0.452494336307735,0.12501733783346433,0.10444310878912572,0.318045217069675,1
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",5758.0,1104.0,216.0,110536.0,45499.0,18680.0,11625.0,95.0,34637.0,0.19173324070857936,0.0375130253560264,100.1231884057971,0.4116215531591518,0.168994716653398,0.10516935658970833,0.31335492509227764,0
GUF,"Gulf Shores, AL: Gulf Shores International Jack Edwards Field",327.0,52.0,4.0,2343.0,571.0,217.0,452.0,0.0,1103.0,0.15902140672782875,0.012232415902140673,45.05769230769231,0.2437046521553564,0.09261630388390951,0.19291506615450277,0.4707639778062313,1
GUM,"Guam, TT: Guam International",4213.0,450.0,34.0,26705.0,10036.0,1074.0,2152.0,0.0,13443.0,0.10681224780441491,0.008070258723000238,59.34444444444444,0.3758097734506647,0.04021718779254821,0.08058416026961243,0.5033888784871747,1
HDN,"Hayden, CO: Yampa Valley",14025.0,2797.0,325.0,171930.0,65967.0,21485.0,31426.0,412.0,52306.0,0.19942959001782531,0.023172905525846704,61.4694315337862,0.3844320380428448,0.1252068812792839,0.1831394671204457,0.30482062518939834,1
HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",1402.0,373.0,42.0,24402.0,8112.0,2602.0,4026.0,13.0,9649.0,0.2660485021398003,0.029957203994293864,65.42091152815013,0.33243176788787804,0.10663060404884846,0.16498647651831816,0.3954184083271863,1
HHH,"Hilton Head, SC: Hilton Head Airport",14296.0,2249.0,288.0,145764.0,52193.0,16758.0,35619.0,477.0,40717.0,0.15731673195299384,0.020145495243424735,64.8128056914184,0.35806509151779586,0.11496665843418127,0.24436074750967318,0.27933508959688264,1
HIB,"Hibbing, MN: Range Regional",3839.0,459.0,64.0,43397.0,24107.0,16250.0,2289.0,660.0,91.0,0.11956238603803074,0.016671008075019537,94.54684095860567,0.555499228057239,0.37444984676360116,0.05274558149180819,0.0020969191418761667,0
HLN,"Helena, MT: Helena Regional",10512.0,1272.0,145.0,91128.0,39943.0,15436.0,9683.0,16.0,26050.0,0.12100456621004566,0.013793759512937594,71.64150943396227,0.4383175313844263,0.1693881134228777,0.10625713282415943,0.2858616451584584,0
HNL,"Honolulu, HI: Daniel K Inouye International",318532.0,52238.0,4251.0,2840936.0,1395110.0,87716.0,324655.0,8453.0,1025002.0,0.16399608202629562,0.013345597930506197,54.384471074696584,0.4910740685464227,0.03087573954499503,0.11427747756373252,0.360797286528102,1
HOB,"Hobbs, NM: Lea County Regional",3450.0,774.0,72.0,85700.0,36296.0,10762.0,14912.0,0.0,23730.0,0.22434782608695653,0.020869565217391306,110.72351421188631,0.42352392065344224,0.12557759626604434,0.17400233372228704,0.2768961493582264,0
HOU,"Houston, TX: William P Hobby",309598.0,56849.0,7962.0,3089170.0,931924.0,100683.0,552504.0,9287.0,1494674.0,0.18362198722213968,0.02571722039548059,54.33991802846136,0.30168413037960917,0.03259328367872293,0.17885759865746087,0.4838585827717839,1
HPN,"White Plains, NY: Westchester County",61551.0,13746.0,1574.0,1042138.0,410609.0,73280.0,145557.0,2957.0,409735.0,0.22332699712433593,0.025572289645984632,75.81390950094573,0.3940063600022262,0.07031698297154504,0.13967152142998335,0.3931676994793396,1
HRL,"Harlingen/San Benito, TX: Valley International",28236.0,5033.0,660.0,315502.0,112258.0,23365.0,31739.0,328.0,147812.0,0.17824762714265477,0.02337441563960901,62.6866679912577,0.3558075701580339,0.07405658284258103,0.10059841142052982,0.46849782251776534,1
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",61216.0,11115.0,1357.0,788241.0,296082.0,67479.0,103377.0,846.0,320457.0,0.18157017773131207,0.022167407213800314,70.91686909581647,0.37562369884337404,0.0856070668742174,0.1311489760111438,0.4065469824584106,1
HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",7666.0,1296.0,218.0,90434.0,25986.0,11080.0,12574.0,532.0,40262.0,0.16905817897208453,0.028437255413514217,69.77932098765432,0.2873476789702988,0.12252029104098017,0.13904062631311231,0.44520866045956164,1
HVN,"New Haven, CT: Tweed New Haven",602.0,50.0,41.0,2570.0,739.0,97.0,475.0,0.0,1259.0,0.08305647840531562,0.0681063122923588,51.4,0.2875486381322957,0.0377431906614786,0.18482490272373542,0.48988326848249025,1
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",228.0,45.0,9.0,4656.0,3489.0,83.0,128.0,0.0,956.0,0.19736842105263158,0.039473684210526314,103.46666666666667,0.7493556701030928,0.017826460481099655,0.027491408934707903,0.20532646048109965,0
HYA,"Hyannis, MA: Cape Cod Gateway",893.0,151.0,29.0,10872.0,4611.0,34.0,1219.0,0.0,5008.0,0.1690929451287794,0.032474804031354984,72.0,0.42411699779249445,0.003127299484915379,0.11212288447387785,0.4606328182487123,1
HYS,"Hays, KS: Hays Regional",4177.0,741.0,79.0,69181.0,38545.0,4885.0,4041.0,651.0,21059.0,0.1774000478812545,0.018913095523102705,93.36167341430499,0.5571616484294821,0.07061187320217979,0.05841199173183388,0.3044043884881687,0
IAD,"Washington, DC: Washington Dulles International",455326.0,73229.0,10060.0,5807383.0,2018451.0,328360.0,1021121.0,2872.0,2436579.0,0.1608276267992603,0.02209406008003057,79.3044149175873,0.34756636509078187,0.05654181926695725,0.17583152342457867,0.41956574932288776,1
IAG,"Niagara Falls, NY: Niagara Falls International",2547.0,419.0,129.0,31460.0,12406.0,5566.0,5802.0,84.0,7602.0,0.16450726344719277,0.050647820965842166,75.0835322195704,0.3943420216147489,0.17692307692307693,0.18442466624284806,0.24164017800381438,1
IAH,"Houston, TX: George Bush Intercontinental/Houston",904123.0,158495.0,20548.0,12453804.0,4340830.0,805300.0,2683455.0,13152.0,4611067.0,0.17530247543752345,0.022726996216222792,78.57537461749583,0.34855454606480074,0.0646629736584902,0.21547271821525374,0.3702536991910263,1
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",63069.0,12858.0,1452.0,875535.0,346893.0,67739.0,102244.0,1367.0,357292.0,0.2038719497693003,0.0230224040336774,68.09262715818946,0.3962068906440062,0.07736869456960602,0.1167788837682103,0.40808419994631856,1
IDA,"Idaho Falls, ID: Idaho Falls Regional",23815.0,3966.0,324.0,283687.0,133418.0,40406.0,24717.0,828.0,84318.0,0.16653369724963257,0.013604870879697669,71.529752899647,0.4703000137475457,0.1424316235851484,0.08712771469965137,0.29722193826294474,0
